0,82473
1,58314
2,79485
3,9292
4,84130
5,70097
6,47754
7,37801
8,31405
9,29691
10,57001
11,9841
12,77501
13,71126
14,66622
15,42157
16,51529
17,54841
18,47599
19,2091
20,67844
21,85970
22,41458
23,19231
24,70056
25,41224
26,3088
27,30936
28,13887
29,18690
30,44859
31,67031
32,41716
33,64849
34,85702
35,53020
36,3550
37,33258
38,67030
39,37707
40,7851
41,32716
42,1812
43,5035
44,53377
45,70949
46,44919
47,81446
48,11163
49,1522
50,44906
51,11567
52,80445
53,19036
54,17401
55,71540
56,68919
57,1704
58,24768
59,8482
60,71429
61,3780
62,80555
63,50790
64,72851
65,38995
66,12246
67,53307
68,36825
69,76635
70,84436
71,72359
72,31018
73,4012
74,37040
75,66858
76,75495
77,14522
78,12677
79,62004
80,43096
81,44154
82,45678
83,19655
84,61973
85,62434
86,57078
87,77581
88,1089
89,1088
90,25375
91,10261
92,33757
93,72533
94,5920
95,3977
96,10339
97,53190
98,31203
99,76774
100,15850
101,58028
102,1546
103,61812
104,26388
105,738
106,79576
107,87583
108,8128
109,66140
110,34575
111,32997
112,74192
113,21612
114,48619
115,43728
116,9580
117,27900
118,11368
119,88010
120,6136
121,68725
122,80500
123,25480
124,24212
125,77383
126,32528
127,45426
128,80901
129,781
130,13619
131,49216
132,43500
133,23711
134,66016
135,81663
136,33344
137,78270
138,52674
139,78883
140,63039
141,19328
142,8966
143,77393
144,28463
145,13560
146,13436
147,56394
148,60930
149,47233
150,48443
151,24821
152,20599
153,58480
154,48160
155,53195
156,54955
157,79184
158,24290
159,55742
160,66718
161,49874
162,73856
163,8858
164,3336
165,70333
166,58039
167,18994
168,14297
169,56133
170,61833
171,32943
172,58353
173,50466
174,41441
175,23308
176,2930
177,84674
178,19258
179,19924
180,66642
181,28679
182,7039
183,67506
184,6820
185,21765
186,71394
187,27283
188,55002
189,18513
190,81222
191,47273
192,56377
193,27817
194,81212
195,74955
196,66395
197,53338
198,66443
199,40499
200,57688
201,46919
202,22835
203,72751
204,61754
205,81417
206,1462
207,59019
208,62256
209,87595
210,67768
211,55580
212,40995
213,62038
214,18514
215,41736
216,32722
217,84125
218,86134
219,66814
220,67992
221,77184
222,57596
223,49447
224,40985
225,7965
226,68196
227,3664
228,73395
229,31014
230,57144
231,66353
232,40912
233,18876
234,78173
235,80015
236,28596
237,45042
238,14390
239,66308
240,83676
241,16018
242,77105
243,71598
244,61643
245,42718
246,53810
247,68534
248,87787
249,7536
250,49330
251,23784
252,19482
253,9488
254,43396
255,56138
256,79578
257,72407
258,2392
259,10755
260,18654
261,46489
262,72494
263,49759
264,62389
265,84198
266,1027
267,51521
268,37439
269,4395
270,37776
271,14256
272,69090
273,84422
274,17982
275,6983
276,69704
277,78274
278,46762
279,28857
280,14080
281,77557
282,59272
283,66411
284,84095
285,33237
286,52535
287,86837
288,66532
289,26255
290,53000
291,23370
292,46766
293,42783
294,36144
295,39630
296,42872
297,77508
298,51248
299,38688
300,8789
301,43164
302,43142
303,53075
304,49710
305,55160
306,6008
307,24028
308,28319
309,73160
310,85191
311,86842
312,70896
313,33750
314,18950
315,45445
316,43060
317,75954
318,36215
319,56132
320,25063
321,56536
322,86197
323,6205
324,59400
325,34186
326,47714
327,60318
328,33964
329,6223
330,67513
331,44120
332,70026
333,52712
334,79212
335,27950
336,67128
337,34685
338,88022
339,8596
340,66415
341,78899
342,84971
343,42865
344,14030
345,14283
346,33032
347,7199
348,63666
349,51721
350,32477
351,32882
352,69442
353,50696
354,13206
355,47666
356,48282
357,67232
358,1912
359,69744
360,41685
361,2494
362,36789
363,14818
364,44979
365,10399
366,6991
367,172
368,54046
369,48524
370,66844
371,85922
372,68094
373,29371
374,78690
375,50651
376,58843
377,81171
378,21678
379,60197
380,71786
381,77262
382,50951
383,79147
384,49767
385,57020
386,8662
387,44620
388,46532
389,4498
390,23968
391,57000
392,24456
393,49779
394,51739
395,63259
396,61885
397,83982
398,49408
399,9043
400,55980
401,42058
402,1883
403,33017
404,58710
405,34481
406,6176
407,76803
408,71792
409,71775
410,85273
411,87572
412,31959
413,80751
414,62734
415,29548
416,7643
417,83913
418,41201
419,6739
420,43194
421,43000
422,43461
423,5067
424,21662
425,3390
426,79665
427,69603
428,81893
429,53697
430,79671
431,1636
432,80822
433,11086
434,80909
435,69642
436,68512
437,55237
438,83738
439,58330
440,21298
441,6302
442,48083
443,79580
444,40922
445,43616
446,26806
447,36076
448,11640
449,45682
450,66156
451,7351
452,9788
453,77159
454,18077
455,44012
456,18008
457,45053
458,45717
459,21422
460,62182
461,84579
462,80898
463,24194
464,85049
465,13237
466,7981
467,49728
468,88107
469,47351
470,61323
471,42280
472,23153
473,934
474,24116
475,55000
476,2199
477,57769
478,43603
479,73301
480,86408
481,23325
482,58494
483,56278
484,74115
485,80466
486,77293
487,11917
488,59021
489,44182
490,86793
491,54824
492,50758
493,31461
494,10728
495,86485
496,56575
497,7737
498,58040
499,37386
500,24836
501,31536
502,931
503,19380
504,76130
505,5754
506,48043
507,70250
508,18750
509,86037
510,66205
511,33978
512,24205
513,78337
514,7655
515,19617
516,29551
517,81648
518,32713
519,87071
520,68779
521,87394
522,84107
523,26966
524,3146
525,72865
526,24233
527,44886
528,53618
529,46051
530,1678
531,42969
532,34402
533,55768
534,36484
535,37172
536,37929
537,80699
538,13662
539,53475
540,24155
541,33028
542,51457
543,7215
544,29793
545,73377
546,49399
547,41269
548,35538
549,83856
550,21336
551,43772
552,24353
553,22854
554,72989
555,12098
556,32871
557,83346
558,31961
559,30612
560,76539
561,11071
562,70370
563,34487
564,23673
565,19081
566,66066
567,58999
568,18172
569,26866
570,23131
571,61902
572,66791
573,74386
574,42375
575,37850
576,73885
577,41493
578,75975
579,16901
580,4026
581,58534
582,39301
583,31350
584,17371
585,87437
586,84969
587,13221
588,13484
589,8778
590,5961
591,53055
592,43754
593,32685
594,5439
595,69095
596,25958
597,85408
598,40907
599,17316
600,5592
601,51047
602,5200
603,29987
604,43511
605,72736
606,36353
607,33140
608,33920
609,66565
610,85201
611,34597
612,4623
613,19152
614,58189
615,53935
616,14319
617,48677
618,18619
619,55200
620,65927
621,8679
622,79311
623,13784
624,40941
625,42536
626,51561
627,64271
628,73000
629,76645
630,71159
631,33854
632,61670
633,34355
634,9455
635,62405
636,42511
637,57986
638,13639
639,45502
640,34903
641,30477
642,76885
643,19357
644,9142
645,35504
646,44748
647,17009
648,58056
649,48119
650,5146
651,42214
652,71761
653,28401
654,61985
655,77068
656,87551
657,70937
658,71656
659,28783
660,29244
661,26152
662,8371
663,67579
664,6999
665,77379
666,79384
667,19592
668,72263
669,59243
670,30670
671,41927
672,20215
673,48392
674,51691
675,61231
676,45530
677,25393
678,18433
679,73133
680,1486
681,7059
682,87048
683,50900
684,61519
685,63633
686,78716
687,4685
688,76868
689,87872
690,81036
691,14267
692,49970
693,47471
694,22967
695,43140
696,64381
697,48117
698,42147
699,17592
700,78846
701,84741
702,69721
703,3868
704,18435
705,71897
706,28220
707,44354
708,42061
709,5197
710,86593
711,6627
712,17006
713,38685
714,6332
715,17600
716,77656
717,61642
718,43467
719,7995
720,85264
721,66640
722,36856
723,56333
724,45239
725,18201
726,42176
727,67320
728,79303
729,79633
730,9598
731,5379
732,83713
733,42137
734,81044
735,87478
736,86044
737,73492
738,24017
739,18853
740,23324
741,14149
742,26410
743,51351
744,16875
745,71208
746,79717
747,12491
748,44204
749,26302
750,50749
751,51633
752,13154
753,48567
754,18688
755,9925
756,75871
757,44253
758,85238
759,73170
760,35739
761,18210
762,66386
763,73488
764,32181
765,41569
766,73670
767,62606
768,67388
769,26459
770,14239
771,66232
772,37728
773,7382
774,48373
775,44194
776,77547
777,21423
